id,UnditheredOpSimDB,DitheredOpSimDB,AllVisitsWFD,AllVisitsuDDF,Run1VisitsWFD,Run1VisitsuDDF
0.0.1,minion_1016_desc_v1.db,minion_1016_desc_dithered_v2.db,,,,
