regionPixels
2297130
2297131
2297132
2297133
2297134
2297135
2297136
2297137
2299179
2299180
2299181
2299182
2299183
2299184
2299185
2299186
2301226
2301227
2301228
2301229
2301230
2301231
2301232
2301233
2303275
2303276
2303277
2303278
2303279
2303280
2303281
2303282
2305322
2305323
2305324
2305325
2305326
2305327
2305328
2305329
2307371
2307372
2307373
2307374
2307375
2307376
2307377
2307378
2309418
2309419
2309420
2309421
2309422
2309423
2309424
2309425
2311467
2311468
2311469
2311470
2311471
2311472
2311473
2311474
2313514
2313515
2313516
2313517
2313518
2313519
2313520
2313521
2315562
2315563
2315564
2315565
2315566
2315567
2315568
2315569
2315570
2317610
2317611
2317612
2317613
2317614
2317615
2317616
2317617
2319658
2319659
2319660
2319661
2319662
2319663
2319664
2319665
2319666
2321706
2321707
2321708
2321709
2321710
2321711
2321712
2321713
2323754
2323755
2323756
2323757
2323758
2323759
2323760
2323761
2323762
2325802
2325803
2325804
2325805
2325806
2325807
2325808
2325809
2327851
2327852
2327853
2327854
2327855
2327856
2327857
2327858
