band,fID,obsHistID
g,1427,1885119
g,1427,1885154
g,1331,1885155
g,1309,1885156
r,1445,1886249
r,1427,1886250
r,1331,1886252
r,1427,1886281
z,1427,1890291
y,1419,1891757
y,1427,1891764
y,1445,1891769
i,1427,1891836
i,1419,1891837
i,1546,1891855
y,1427,1892676
y,1445,1892677
y,1427,1892779
y,1546,1892784
y,1419,1892786
y,1309,1892787
y,1309,1892793
y,1427,1893669
y,1419,1893717
y,1331,1894951
y,1309,1894987
y,1427,1895020
i,1331,1896758
i,1427,1896760
i,1427,1896789
i,1427,1896831
i,1331,1896833
i,1331,1896879
i,1309,1896880
i,1427,1896893
r,1427,1899504
u,1331,1903033
u,1427,1903088
u,1427,1903996
u,1445,1904029
i,1427,1907745
i,1546,1907746
i,1427,1907780
i,1419,1907789
i,1331,1907791
i,1419,1907824
r,1427,1908790
r,1445,1908824
r,1427,1908825
r,1419,1908826
r,1427,1909354
z,1427,1909621
r,1427,1910238
r,1331,1910239
r,1309,1910240
r,1427,1910278
r,1331,1910281
r,1566,1910367
r,1445,1910725
z,1419,1912830
y,1445,1913409
y,1331,1914277
y,1427,1914278
y,1419,1914287
z,1445,1915315
z,1427,1915316
y,1427,1916132
y,1309,1916135
r,1427,1919106
r,1427,1919142
g,1427,1919934
g,1419,1919962
g,1427,1919969
g,1445,1921599
g,1445,1921640
z,1309,1922552
z,1445,1922554
z,1427,1922566
z,1419,1922567
i,1419,1923008
i,1546,1923016
i,1427,1923017
i,1309,1923057
i,1445,1923070
i,1427,1923071
u,1427,1923757
i,1309,1926390
i,1331,1926391
i,1309,1926427
i,1331,1926428
i,1445,1926431
i,1309,1929235
i,1427,1929237
i,1427,1929269
i,1309,1929272
i,1419,1929368
z,1445,1929954
z,1427,1929956
z,1427,1929986
z,1309,1930036
r,1427,1931738
y,1427,1932411
z,1309,1933278
z,1419,1933310
z,1309,1933311
z,1427,1934097
z,1546,1934128
z,1445,1934133
z,1427,1934134
y,1331,1934971
y,1419,1935741
y,1427,1935744
i,1445,1938801
i,1427,1938802
i,1419,1938803
i,1331,1938805
i,1309,1938806
i,1427,1938838
i,1419,1938839
i,1309,1938846
r,1427,1939254
r,1445,1940068
r,1331,1940353
g,1427,1940816
g,1427,1940853
r,1427,1943924
i,1427,1945359
i,1427,1945409
r,1309,1946904
r,1331,1946937
r,1427,1946971
r,1445,1947006
r,1427,1947007
r,1419,1947008
z,1309,1948066
z,1331,1948067
z,1445,1948069
z,1331,1948103
y,1427,1949405
y,1427,1949415
y,1427,1949425
y,1309,1950073
y,1419,1950074
y,1331,1951730
z,1331,1951974
z,1331,1952531
z,1331,1952573
z,1427,1952593
z,1427,1952643
i,1546,1954370
i,1419,1954374
i,1427,1954375
i,1419,1954406
i,1427,1954407
r,1419,1955927
u,1445,1957583
y,1566,1958247
y,1427,1958252
y,1331,1958253
y,1309,1958254
u,1427,1958293
u,1419,1959369
y,1427,1961432
z,1427,1964175
z,1427,1964222
z,1445,1964223
r,1309,1965112
r,1331,1965157
i,1445,1971339
i,1427,1971340
i,1445,1971365
i,1427,1971366
i,1419,1971367
i,1331,1971383
r,1427,1971895
r,1331,1974790
r,1419,1974813
r,1331,1974819
z,1427,1975236
r,1427,1976725
r,1427,1976746
u,1427,1977343
u,1331,1978758
g,1331,1982393
g,1309,1982394
g,1427,1982490
g,1427,1982532
z,1331,1983643
r,1419,1984399
r,1309,1984400
r,1419,1984439
r,1309,1984440
i,1309,1985266
i,1331,1985302
z,1427,1988704
z,1427,1988745
z,1419,1988746
y,1427,1993014
y,1427,1993029
y,1331,1993035
r,1427,1995390
y,1445,1995958
i,1427,1997545
i,1546,1997558
i,1331,1997576
i,1427,1997579
i,1419,1997587
r,1427,1998292
r,1309,1998314
r,1419,1998320
r,1427,1998321
r,1331,1998341
z,1309,2001098
z,1309,2001129
z,1427,2004927
y,1427,2006473
y,1419,2006474
r,1419,2006620
z,1331,2009584
z,1427,2009585
z,1427,2009626
z,1309,2009628
y,1427,2014490
y,1445,2014491
i,1427,2016186
r,1331,2017791
r,1445,2017792
r,1427,2017820
r,1309,2017821
i,1419,2018211
g,1309,2020683
g,1419,2020684
u,1427,2023133
u,1309,2023142
u,1427,2023143
u,1331,2024004
u,1445,2024005
u,1309,2024006
u,1419,2024015
u,1331,2024016
z,1427,2026517
g,1427,2026564
z,1309,2027389
i,1309,2029069
i,1427,2029070
y,1566,2029604
y,1427,2029605
i,1427,2029649
i,1419,2029650
y,1419,2040194
i,1445,2122230
i,1445,2122280
y,1427,2122292
y,1427,2122298
y,1309,2122314
y,1331,2122315
z,1309,2129136
y,1427,2130213
z,1427,2134344
r,1309,2135713
r,1445,2135720
r,1419,2135748
g,1427,2136796
g,1427,2136829
g,1419,2137660
u,1309,2138530
u,1427,2138534
r,1331,2140400
r,1427,2140401
r,1427,2140442
i,1445,2143263
i,1427,2143422
i,1331,2143426
i,1427,2143463
i,1427,2143475
i,1427,2145623
i,1427,2145656
i,1309,2145677
r,1427,2146603
r,1427,2148199
r,1331,2148322
r,1427,2148344
r,1309,2148356
r,1427,2148376
y,1331,2149158
y,1427,2149159
y,1331,2151024
y,1427,2151025
y,1445,2151026
y,1546,2151092
i,1419,2151358
y,1445,2152032
y,1427,2152043
y,1419,2152044
y,1309,2152045
z,1419,2152267
y,1331,2152977
y,1427,2152978
y,1419,2152986
y,1566,2153887
y,1427,2153897
z,1445,2154118
z,1445,2154161
z,1445,2155438
z,1546,2155521
z,1427,2155616
z,1427,2155653
z,1331,2157191
z,1331,2157194
z,1427,2157195
z,1427,2157229
z,1309,2157231
i,1331,2158135
z,1419,2159122
z,1427,2159123
z,1331,2159124
z,1309,2159125
r,1427,2159808
r,1427,2159856
r,1309,2160862
r,1427,2161406
g,1309,2161572
g,1331,2161573
g,1427,2161671
g,1427,2161707
i,1427,2162224
i,1309,2162254
i,1427,2162255
i,1445,2162256
r,1419,2163157
r,1445,2163167
r,1309,2163191
r,1419,2163192
r,1331,2163238
u,1427,2163829
u,1419,2163878
u,1427,2164651
i,1331,2167009
i,1427,2167010
i,1331,2167042
i,1427,2167043
i,1546,2167044
r,1419,2168564
i,1309,2169459
i,1309,2169489
r,1427,2169802
z,1309,2170215
r,1445,2170600
r,1331,2170615
r,1445,2170640
r,1419,2170704
y,1427,2172526
y,1445,2172546
y,1427,2173597
y,1419,2173610
z,1445,2175268
z,1309,2175578
z,1309,2175619
z,1427,2176061
z,1546,2176106
z,1427,2176107
z,1427,2176117
z,1427,2176161
z,1445,2176162
y,1331,2176860
y,1419,2176875
i,1427,2179472
i,1309,2179499
i,1419,2179501
i,1427,2179502
g,1331,2180919
r,1427,2180936
g,1309,2181048
g,1445,2181069
g,1427,2181660
g,1445,2181663
g,1427,2181694
r,1427,2183148
r,1309,2184455
r,1419,2184491
u,1427,2185173
u,1419,2185231
u,1419,2185282
u,1331,2185284
g,1309,2187601
i,1419,2189953
z,1331,2190291
z,1309,2190333
i,1546,2191196
z,1309,2191831
y,1427,2192428
y,1309,2192431
z,1427,2192927
z,1445,2192977
z,1427,2192978
z,1419,2192979
y,1331,2193446
y,1331,2193532
y,1427,2193533
i,1427,2194161
i,1419,2194162
i,1445,2194208
i,1427,2194209
i,1331,2194211
i,1427,2194217
i,1419,2194218
i,1331,2194254
i,1309,2194255
r,1427,2194853
r,1427,2196672
r,1427,2197977
y,1427,2200525
r,1427,2203778
i,1331,2203883
z,1309,2204769
z,1309,2204819
r,1331,2205060
r,1309,2205164
r,1427,2211042
i,1427,2212007
i,1427,2212034
i,1419,2212035
r,1419,2212868
g,1427,2213325
g,1427,2213375
g,1309,2214643
g,1309,2214676
y,1427,2215784
u,1309,2216687
u,1427,2216693
y,1445,2218247
y,1419,2218248
r,1419,2218479
r,1419,2218527
r,1427,2219697
i,1331,2221032
i,1331,2221075
i,1427,2222545
i,1445,2222546
i,1419,2222547
i,1445,2222583
i,1427,2222584
i,1419,2222586
z,1427,2224679
z,1445,2224680
z,1419,2224711
z,1427,2224712
r,1546,2229544
r,1419,2229615
r,1427,2229616
r,1445,2229617
r,1427,2229640
i,1309,2230287
z,1427,2232352
z,1427,2232392
z,1419,2232393
u,1331,2233817
g,1427,2237244
g,1445,2237245
g,1427,2237284
i,1331,2238081
i,1309,2239620
z,1309,2240148
z,1309,2240183
y,1419,2241020
y,1427,2241023
y,1309,2241024
y,1331,2241025
i,1427,2242092
i,1427,2242127
y,1427,2245151
y,1419,2245152
u,1427,2248373
r,1419,2249223
r,1427,2249225
r,1309,2249226
r,1331,2250028
z,1309,2258002
y,1331,2261990
y,1427,2261998
y,1427,2263722
y,1419,2263723
y,1309,2268031
y,1427,2268032
y,1309,2269794
y,1427,2269795
r,1445,2343863
r,1445,2343901
r,1427,2343949
r,1427,2343980
r,1309,2345926
i,1445,2346896
u,1309,2347694
u,1419,2347695
u,1427,2347696
i,1309,2348729
i,1427,2348731
i,1427,2348757
r,1427,2351761
r,1546,2351762
r,1331,2351798
r,1427,2351799
y,1331,2352781
y,1331,2354867
y,1309,2354874
y,1427,2357446
y,1427,2359388
z,1331,2360601
r,1427,2361016
r,1427,2361054
r,1419,2361055
u,1445,2362595
u,1427,2362608
u,1309,2362611
g,1546,2362794
g,1427,2363956
g,1309,2363992
g,1331,2363993
g,1419,2363994
g,1427,2363995
g,1309,2367699
i,1331,2369313
i,1309,2369324
i,1445,2369341
i,1331,2369343
i,1309,2369354
i,1419,2369401
i,1427,2369402
i,1546,2369403
i,1427,2369429
i,1427,2369463
i,1546,2369485
i,1427,2369490
y,1331,2371507
y,1309,2371540
y,1427,2371542
y,1427,2373551
r,1427,2376936
r,1445,2378656
r,1427,2379304
z,1427,2379631
z,1445,2379632
r,1331,2380166
r,1427,2382010
r,1309,2382035
r,1427,2382048
r,1419,2382049
u,1427,2382917
r,1419,2382977
u,1309,2383867
u,1331,2383884
r,1427,2385561
z,1427,2386482
z,1309,2386899
z,1427,2387358
z,1427,2387388
z,1445,2387389
z,1419,2387419
z,1427,2387421
z,1427,2387445
z,1419,2387448
y,1427,2389580
z,1419,2390049
z,1419,2390088
z,1309,2391058
z,1427,2391896
z,1445,2391897
z,1427,2391944
i,1331,2393412
i,1427,2393626
i,1331,2393635
i,1445,2393659
i,1427,2393660
i,1546,2393664
r,1331,2395352
r,1309,2395763
r,1427,2395765
r,1309,2395795
r,1427,2395808
r,1566,2395810
r,1445,2395853
r,1331,2395857
r,1331,2395894
g,1427,2396840
g,1546,2396871
g,1427,2396872
r,1309,2397497
i,1331,2400317
i,1309,2400346
i,1309,2400354
i,1309,2400388
u,1427,2400857
u,1419,2400917
u,1427,2402419
i,1419,2403480
i,1427,2403483
i,1445,2403528
i,1427,2403532
i,1419,2403553
g,1427,2404056
g,1331,2404057
g,1309,2404058
g,1427,2404114
g,1419,2404166
i,1419,2404883
i,1427,2405824
i,1427,2405868
i,1445,2405869
r,1419,2406455
r,1419,2406502
z,1331,2408009
z,1427,2408020
z,1331,2408039
z,1427,2408050
y,1419,2408872
y,1309,2408873
y,1427,2408884
y,1427,2410561
y,1427,2411313
y,1419,2411317
y,1427,2412961
y,1546,2412962
z,1309,2414014
z,1419,2414454
z,1546,2414491
z,1427,2414735
z,1427,2414774
y,1309,2415211
y,1331,2415212
i,1445,2421651
i,1445,2421687
i,1427,2421698
i,1427,2421764
i,1309,2423090
r,1427,2423655
z,1445,2424989
z,1427,2425000
z,1427,2425035
y,1419,2426590
y,1427,2427470
y,1445,2428017
y,1427,2428018
z,1546,2429634
z,1419,2429725
z,1419,2429816
z,1309,2430431
z,1331,2430432
z,1309,2430481
z,1331,2430482
z,1427,2430798
z,1427,2430843
r,1445,2432408
r,1427,2432446
r,1427,2432472
r,1331,2432510
g,1309,2435293
g,1309,2435339
i,1419,2437925
i,1427,2437926
i,1427,2437959
i,1445,2437961
i,1331,2437963
g,1427,2441332
g,1427,2441364
r,1427,2441817
r,1309,2442071
y,1331,2447472
y,1309,2447473
y,1427,2447509
y,1427,2447515
