band,fID,obsHistID
i,1427,185628
i,1427,185629
i,1427,185630
i,1427,185631
i,1427,185632
i,1427,185633
i,1427,185634
i,1427,185635
i,1427,185636
i,1427,185637
i,1427,185638
i,1427,185639
i,1427,185640
i,1427,185641
i,1427,185642
i,1427,185643
i,1427,185644
z,1427,185645
z,1427,185646
z,1427,185647
z,1427,185648
z,1427,185649
z,1427,185650
z,1427,185651
z,1427,185652
z,1427,185653
z,1427,185654
z,1427,185655
z,1427,185656
z,1427,185657
z,1427,185658
z,1427,185659
z,1427,185660
z,1427,185661
z,1427,185662
z,1427,185663
z,1427,185664
z,1427,185665
z,1427,185666
z,1427,185667
z,1427,185668
z,1427,185669
z,1427,185670
y,1427,185671
y,1427,185672
y,1427,185673
y,1427,185674
y,1427,185675
y,1427,185676
y,1427,185677
y,1427,185678
y,1427,185679
y,1427,185680
y,1427,185681
y,1427,185682
y,1427,185683
y,1427,185684
y,1427,185685
y,1427,185686
y,1427,185687
y,1427,185688
y,1427,185689
y,1427,185690
r,1427,192896
r,1427,192897
r,1427,192898
r,1427,192899
r,1427,192900
r,1427,192901
r,1427,192902
r,1427,192903
r,1427,192904
r,1427,192905
r,1427,192906
r,1427,192907
r,1427,192908
r,1427,192909
r,1427,192910
r,1427,192911
r,1427,192912
r,1427,192913
r,1427,192914
g,1427,192915
g,1427,192916
g,1427,192917
g,1427,192918
g,1427,192919
g,1427,192920
g,1427,192921
g,1427,192922
g,1427,192923
g,1427,192924
i,1427,192925
i,1427,192926
i,1427,192927
i,1427,192928
i,1427,192929
i,1427,192930
i,1427,192931
i,1427,192932
i,1427,192933
i,1427,192934
i,1427,192935
i,1427,192936
i,1427,192937
i,1427,192938
i,1427,192939
i,1427,192940
i,1427,192941
i,1427,192942
i,1427,192943
i,1427,192944
z,1427,192945
z,1427,192946
z,1427,192947
z,1427,192948
z,1427,192949
z,1427,192950
z,1427,192951
z,1427,192952
z,1427,192953
z,1427,192954
z,1427,192955
z,1427,192956
z,1427,192957
z,1427,192958
z,1427,192959
z,1427,192960
z,1427,192961
z,1427,192962
z,1427,192963
z,1427,192964
z,1427,192965
z,1427,192966
z,1427,192967
z,1427,192968
z,1427,192969
z,1427,192970
y,1427,192971
y,1427,192972
y,1427,192973
y,1427,192974
y,1427,192975
y,1427,192976
y,1427,192977
y,1427,192978
y,1427,192979
y,1427,192980
y,1427,192981
y,1427,192982
y,1427,192983
y,1427,192984
y,1427,192985
y,1427,192986
y,1427,192987
y,1427,192988
y,1427,192989
y,1427,192990
r,1427,195530
r,1427,195531
r,1427,195532
r,1427,195533
r,1427,195534
r,1427,195535
r,1427,195536
r,1427,195537
r,1427,195538
r,1427,195539
r,1427,195540
r,1427,195541
r,1427,195542
r,1427,195543
r,1427,195544
r,1427,195545
r,1427,195546
r,1427,195547
r,1427,195548
g,1427,195549
g,1427,195550
g,1427,195551
g,1427,195552
g,1427,195553
g,1427,195554
g,1427,195555
g,1427,195556
g,1427,195557
g,1427,195558
i,1427,195559
i,1427,195560
i,1427,195561
i,1427,195562
i,1427,195563
i,1427,195564
i,1427,195565
i,1427,195566
i,1427,195567
i,1427,195568
i,1427,195569
i,1427,195570
i,1427,195571
i,1427,195572
i,1427,195573
i,1427,195574
i,1427,195575
i,1427,195576
i,1427,195577
i,1427,195578
z,1427,195579
z,1427,195580
z,1427,195581
z,1427,195582
z,1427,195583
z,1427,195584
z,1427,195585
z,1427,195586
z,1427,195587
z,1427,195588
z,1427,195589
z,1427,195590
z,1427,195591
z,1427,195592
z,1427,195593
z,1427,195594
z,1427,195595
z,1427,195596
z,1427,195597
z,1427,195598
z,1427,195599
z,1427,195600
z,1427,195601
z,1427,195602
z,1427,195603
z,1427,195604
y,1427,195605
y,1427,195606
y,1427,195607
y,1427,195608
y,1427,195609
y,1427,195610
y,1427,195611
y,1427,195612
y,1427,195613
y,1427,195614
y,1427,195615
y,1427,195616
y,1427,195617
y,1427,195618
y,1427,195619
y,1427,195620
y,1427,195621
y,1427,195622
y,1427,195623
y,1427,195624
u,1427,200706
u,1427,200707
u,1427,200708
u,1427,200709
u,1427,200710
u,1427,200711
u,1427,200712
u,1427,200713
u,1427,200714
u,1427,200715
u,1427,200716
u,1427,200717
u,1427,200718
u,1427,200719
u,1427,200720
u,1427,200721
u,1427,200722
u,1427,200723
u,1427,200724
r,1427,202440
r,1427,202441
r,1427,202442
r,1427,202443
r,1427,202444
r,1427,202445
r,1427,202446
r,1427,202447
r,1427,202448
r,1427,202449
r,1427,202450
r,1427,202451
r,1427,202452
r,1427,202453
r,1427,202454
r,1427,202455
r,1427,202456
r,1427,202457
r,1427,202458
r,1427,202459
g,1427,202460
g,1427,202461
g,1427,202462
g,1427,202463
g,1427,202464
g,1427,202465
g,1427,202466
g,1427,202467
g,1427,202468
g,1427,202469
i,1427,202470
i,1427,202471
i,1427,202472
i,1427,202473
i,1427,202474
i,1427,202475
i,1427,202476
i,1427,202477
i,1427,202478
i,1427,202479
i,1427,202480
i,1427,202481
i,1427,202482
i,1427,202483
i,1427,202484
i,1427,202485
i,1427,202486
i,1427,202487
i,1427,202488
i,1427,202489
z,1427,202490
z,1427,202491
z,1427,202492
z,1427,202493
z,1427,202494
z,1427,202495
z,1427,202496
z,1427,202497
z,1427,202498
z,1427,202499
z,1427,202500
z,1427,202501
z,1427,202502
z,1427,202503
z,1427,202504
z,1427,202505
z,1427,202506
z,1427,202507
z,1427,202508
z,1427,202509
z,1427,202510
z,1427,202511
z,1427,202512
z,1427,202513
z,1427,202514
z,1427,202515
y,1427,202516
y,1427,202517
y,1427,202518
y,1427,202519
y,1427,202520
y,1427,202521
y,1427,202522
y,1427,202523
y,1427,202524
y,1427,202525
y,1427,202526
y,1427,202527
y,1427,202528
y,1427,202529
y,1427,202530
y,1427,202531
y,1427,202532
y,1427,202533
y,1427,202534
y,1427,202535
r,1427,204387
r,1427,204388
r,1427,204389
r,1427,204390
r,1427,204391
r,1427,204392
r,1427,204393
r,1427,204394
r,1427,204395
r,1427,204396
r,1427,204397
r,1427,204398
r,1427,204399
r,1427,204400
r,1427,204401
r,1427,204402
r,1427,204403
r,1427,204404
r,1427,204405
r,1427,204406
g,1427,204407
g,1427,204408
g,1427,204409
g,1427,204410
g,1427,204411
g,1427,204412
g,1427,204413
g,1427,204414
g,1427,204415
g,1427,204416
i,1427,204417
i,1427,204418
i,1427,204419
i,1427,204420
i,1427,204421
i,1427,204422
i,1427,204423
i,1427,204424
i,1427,204425
i,1427,204426
i,1427,204427
i,1427,204428
i,1427,204429
i,1427,204430
i,1427,204431
i,1427,204432
i,1427,204433
i,1427,204434
i,1427,204435
i,1427,204436
z,1427,204437
z,1427,204438
z,1427,204439
z,1427,204440
z,1427,204441
z,1427,204442
z,1427,204443
z,1427,204444
z,1427,204445
z,1427,204446
z,1427,204447
z,1427,204448
z,1427,204449
z,1427,204450
z,1427,204451
z,1427,204452
z,1427,204453
z,1427,204454
z,1427,204455
z,1427,204456
z,1427,204457
z,1427,204458
z,1427,204459
z,1427,204460
z,1427,204461
z,1427,204462
y,1427,204463
y,1427,204464
y,1427,204465
y,1427,204466
y,1427,204467
y,1427,204468
y,1427,204469
y,1427,204470
y,1427,204471
y,1427,204472
y,1427,204473
y,1427,204474
y,1427,204475
y,1427,204476
y,1427,204477
y,1427,204478
y,1427,204479
y,1427,204480
y,1427,204481
y,1427,204482
r,1427,211950
r,1427,211951
r,1427,211952
r,1427,211953
r,1427,211954
r,1427,211955
r,1427,211956
r,1427,211957
r,1427,211958
r,1427,211959
r,1427,211960
r,1427,211961
r,1427,211962
r,1427,211963
r,1427,211964
r,1427,211965
r,1427,211966
r,1427,211967
r,1427,211968
r,1427,211969
g,1427,211970
g,1427,211971
g,1427,211972
g,1427,211973
g,1427,211974
g,1427,211975
g,1427,211976
g,1427,211977
g,1427,211978
g,1427,211979
i,1427,211980
i,1427,211981
i,1427,211982
i,1427,211983
i,1427,211984
i,1427,211985
i,1427,211986
i,1427,211987
i,1427,211988
i,1427,211989
i,1427,211990
i,1427,211991
i,1427,211992
i,1427,211993
i,1427,211994
i,1427,211995
i,1427,211996
i,1427,211997
i,1427,211998
i,1427,211999
z,1427,212000
z,1427,212001
z,1427,212002
z,1427,212003
z,1427,212004
z,1427,212005
z,1427,212006
z,1427,212007
z,1427,212008
z,1427,212009
z,1427,212010
z,1427,212011
z,1427,212012
z,1427,212013
z,1427,212014
z,1427,212015
z,1427,212016
z,1427,212017
z,1427,212018
z,1427,212019
z,1427,212020
z,1427,212021
z,1427,212022
z,1427,212023
z,1427,212024
z,1427,212025
y,1427,212026
y,1427,212027
y,1427,212028
y,1427,212029
y,1427,212030
y,1427,212031
y,1427,212032
y,1427,212033
y,1427,212034
y,1427,212035
y,1427,212036
y,1427,212037
y,1427,212038
y,1427,212039
y,1427,212040
y,1427,212041
y,1427,212042
y,1427,212043
y,1427,212044
y,1427,212045
r,1427,214315
r,1427,214316
r,1427,214317
r,1427,214318
r,1427,214319
r,1427,214320
r,1427,214321
r,1427,214322
r,1427,214323
r,1427,214324
r,1427,214325
r,1427,214326
r,1427,214327
r,1427,214328
r,1427,214329
r,1427,214330
r,1427,214331
r,1427,214332
r,1427,214333
r,1427,214334
g,1427,214335
g,1427,214336
g,1427,214337
g,1427,214338
g,1427,214339
g,1427,214340
g,1427,214341
g,1427,214342
g,1427,214343
g,1427,214344
i,1427,214345
i,1427,214346
i,1427,214347
i,1427,214348
i,1427,214349
i,1427,214350
i,1427,214351
i,1427,214352
i,1427,214353
i,1427,214354
i,1427,214355
i,1427,214356
i,1427,214357
i,1427,214358
i,1427,214359
i,1427,214360
i,1427,214361
i,1427,214362
i,1427,214363
i,1427,214364
z,1427,214365
z,1427,214366
z,1427,214367
z,1427,214368
z,1427,214369
z,1427,214370
z,1427,214371
z,1427,214372
z,1427,214373
z,1427,214374
z,1427,214375
z,1427,214376
z,1427,214377
z,1427,214378
z,1427,214379
z,1427,214380
z,1427,214381
z,1427,214382
z,1427,214383
z,1427,214384
z,1427,214385
z,1427,214386
z,1427,214387
z,1427,214388
z,1427,214389
z,1427,214390
y,1427,214391
y,1427,214392
y,1427,214393
y,1427,214394
y,1427,214395
y,1427,214396
y,1427,214397
y,1427,214398
y,1427,214399
y,1427,214400
y,1427,214401
y,1427,214402
y,1427,214403
y,1427,214404
y,1427,214405
y,1427,214406
y,1427,214407
y,1427,214408
y,1427,214409
y,1427,214410
r,1427,216748
r,1427,216749
r,1427,216750
r,1427,216751
r,1427,216752
r,1427,216753
r,1427,216754
r,1427,216755
r,1427,216756
r,1427,216757
r,1427,216758
r,1427,216759
r,1427,216760
r,1427,216761
r,1427,216762
r,1427,216763
r,1427,216764
r,1427,216765
r,1427,216766
r,1427,216767
g,1427,216768
g,1427,216769
g,1427,216770
g,1427,216771
g,1427,216772
g,1427,216773
g,1427,216774
g,1427,216775
g,1427,216776
g,1427,216777
i,1427,216778
i,1427,216779
i,1427,216780
i,1427,216781
i,1427,216782
i,1427,216783
i,1427,216784
i,1427,216785
i,1427,216786
i,1427,216787
i,1427,216788
i,1427,216789
i,1427,216790
i,1427,216791
i,1427,216792
i,1427,216793
i,1427,216794
i,1427,216795
i,1427,216796
i,1427,216797
z,1427,216798
z,1427,216799
z,1427,216800
z,1427,216801
z,1427,216802
z,1427,216803
z,1427,216804
z,1427,216805
z,1427,216806
z,1427,216807
z,1427,216808
z,1427,216809
z,1427,216810
z,1427,216811
z,1427,216812
z,1427,216813
z,1427,216814
z,1427,216815
z,1427,216816
z,1427,216817
z,1427,216818
z,1427,216819
z,1427,216820
z,1427,216821
z,1427,216822
z,1427,216823
y,1427,216824
y,1427,216825
y,1427,216826
y,1427,216827
y,1427,216828
y,1427,216829
y,1427,216830
y,1427,216831
y,1427,216832
y,1427,216833
y,1427,216834
y,1427,216835
y,1427,216836
y,1427,216837
y,1427,216838
y,1427,216839
y,1427,216840
y,1427,216841
y,1427,216842
y,1427,216843
u,1427,217578
u,1427,217579
u,1427,217580
u,1427,217581
u,1427,217582
u,1427,217583
u,1427,217584
u,1427,217585
u,1427,217586
u,1427,217587
u,1427,217588
u,1427,217589
u,1427,217590
u,1427,217591
u,1427,217592
u,1427,217593
u,1427,217594
u,1427,217595
u,1427,217596
u,1427,218304
u,1427,218305
u,1427,218306
u,1427,218307
u,1427,218308
u,1427,218309
u,1427,218310
u,1427,218311
u,1427,218312
u,1427,218313
u,1427,218314
u,1427,218315
u,1427,218316
u,1427,218317
u,1427,218318
u,1427,218319
u,1427,218320
u,1427,218321
u,1427,218322
u,1427,218323
u,1427,219098
u,1427,219099
u,1427,219100
u,1427,219101
u,1427,219102
u,1427,219103
u,1427,219104
u,1427,219105
u,1427,219106
u,1427,219107
u,1427,219108
u,1427,219109
u,1427,219110
u,1427,219111
u,1427,219112
u,1427,219113
u,1427,219114
u,1427,219115
u,1427,219116
u,1427,219117
u,1427,219896
u,1427,219897
u,1427,219898
u,1427,219899
u,1427,219900
u,1427,219901
u,1427,219902
u,1427,219903
u,1427,219904
u,1427,219905
u,1427,219906
u,1427,219907
u,1427,219908
u,1427,219909
u,1427,219910
u,1427,219911
u,1427,219912
u,1427,219913
u,1427,219914
u,1427,219915
u,1427,220633
u,1427,220634
u,1427,220635
u,1427,220636
u,1427,220637
u,1427,220638
u,1427,220639
u,1427,220640
u,1427,220641
u,1427,220642
u,1427,220643
u,1427,220644
u,1427,220645
u,1427,220646
u,1427,220647
u,1427,220648
u,1427,220649
u,1427,220650
u,1427,220651
u,1427,220652
u,1427,221413
u,1427,221414
u,1427,221415
u,1427,221416
u,1427,221417
u,1427,221418
u,1427,221419
u,1427,221420
u,1427,221421
u,1427,221422
u,1427,221423
u,1427,221424
u,1427,221425
u,1427,221426
u,1427,221427
u,1427,221428
u,1427,221429
u,1427,221430
u,1427,221431
u,1427,221432
u,1427,222221
u,1427,222222
u,1427,222223
u,1427,222224
u,1427,222225
u,1427,222226
u,1427,222227
u,1427,222228
u,1427,222229
u,1427,222230
u,1427,222231
u,1427,222232
u,1427,222233
u,1427,222234
u,1427,222235
u,1427,222236
u,1427,222237
u,1427,222238
u,1427,222239
u,1427,222240
r,1427,225457
r,1427,225458
r,1427,225459
r,1427,225460
r,1427,225461
r,1427,225462
r,1427,225463
r,1427,225464
r,1427,225465
r,1427,225466
r,1427,225467
r,1427,225468
r,1427,225469
r,1427,225470
r,1427,225471
r,1427,225472
r,1427,225473
r,1427,225474
r,1427,225475
r,1427,225476
g,1427,225477
g,1427,225478
g,1427,225479
g,1427,225480
g,1427,225481
g,1427,225482
g,1427,225483
g,1427,225484
g,1427,225485
g,1427,225486
i,1427,225487
i,1427,225488
i,1427,225489
i,1427,225490
i,1427,225491
i,1427,225492
i,1427,225493
i,1427,225494
i,1427,225495
i,1427,225496
i,1427,225497
i,1427,225498
i,1427,225499
i,1427,225500
i,1427,225501
i,1427,225502
i,1427,225503
i,1427,225504
i,1427,225505
i,1427,225506
z,1427,225507
z,1427,225508
z,1427,225509
z,1427,225510
z,1427,225511
z,1427,225512
z,1427,225513
z,1427,225514
z,1427,225515
z,1427,225516
z,1427,225517
z,1427,225518
z,1427,225519
z,1427,225520
z,1427,225521
z,1427,225522
z,1427,225523
z,1427,225524
z,1427,225525
z,1427,225526
z,1427,225527
z,1427,225528
z,1427,225529
z,1427,225530
z,1427,225531
z,1427,225532
y,1427,225533
y,1427,225534
y,1427,225535
y,1427,225536
y,1427,225537
y,1427,225538
y,1427,225539
y,1427,225540
y,1427,225541
y,1427,225542
y,1427,225543
y,1427,225544
y,1427,225545
y,1427,225546
y,1427,225547
y,1427,225548
y,1427,225549
y,1427,225550
y,1427,225551
y,1427,225552
r,1427,227715
r,1427,227716
r,1427,227717
r,1427,227718
r,1427,227719
r,1427,227720
r,1427,227721
r,1427,227722
r,1427,227723
r,1427,227724
r,1427,227725
r,1427,227726
r,1427,227727
r,1427,227728
r,1427,227729
r,1427,227730
r,1427,227731
r,1427,227732
r,1427,227733
r,1427,227734
g,1427,227735
g,1427,227736
g,1427,227737
g,1427,227738
g,1427,227739
g,1427,227740
g,1427,227741
g,1427,227742
g,1427,227743
g,1427,227744
i,1427,227745
i,1427,227746
i,1427,227747
i,1427,227748
i,1427,227749
i,1427,227750
i,1427,227751
i,1427,227752
i,1427,227753
i,1427,227754
i,1427,227755
i,1427,227756
i,1427,227757
i,1427,227758
i,1427,227759
i,1427,227760
i,1427,227761
i,1427,227762
i,1427,227763
i,1427,227764
z,1427,227765
z,1427,227766
z,1427,227767
z,1427,227768
z,1427,227769
z,1427,227770
z,1427,227771
z,1427,227772
z,1427,227773
z,1427,227774
z,1427,227775
z,1427,227776
z,1427,227777
z,1427,227778
z,1427,227779
z,1427,227780
z,1427,227781
z,1427,227782
z,1427,227783
z,1427,227784
z,1427,227785
z,1427,227786
z,1427,227787
z,1427,227788
z,1427,227789
z,1427,227790
y,1427,227791
y,1427,227792
y,1427,227793
y,1427,227794
y,1427,227795
y,1427,227796
y,1427,227797
y,1427,227798
y,1427,227799
y,1427,227800
y,1427,227801
y,1427,227802
y,1427,227803
y,1427,227804
y,1427,227805
y,1427,227806
y,1427,227807
y,1427,227808
y,1427,227809
y,1427,227810
r,1427,229203
r,1427,229204
r,1427,229205
r,1427,229206
r,1427,229207
r,1427,229208
r,1427,229209
r,1427,229210
r,1427,229211
r,1427,229212
r,1427,229213
r,1427,229214
r,1427,229215
r,1427,229216
r,1427,229217
r,1427,229218
r,1427,229219
r,1427,229220
r,1427,229221
r,1427,229222
g,1427,229223
g,1427,229224
g,1427,229225
g,1427,229226
g,1427,229227
g,1427,229228
g,1427,229229
g,1427,229230
g,1427,229231
g,1427,229232
i,1427,229233
i,1427,229234
i,1427,229235
i,1427,229236
i,1427,229237
i,1427,229238
i,1427,229239
i,1427,229240
i,1427,229241
i,1427,229242
i,1427,229243
i,1427,229244
i,1427,229245
i,1427,229246
i,1427,229247
i,1427,229248
i,1427,229249
i,1427,229250
i,1427,229251
i,1427,229252
z,1427,229253
z,1427,229254
z,1427,229255
z,1427,229256
z,1427,229257
z,1427,229258
z,1427,229259
z,1427,229260
z,1427,229261
z,1427,229262
z,1427,229263
z,1427,229264
z,1427,229265
z,1427,229266
z,1427,229267
z,1427,229268
z,1427,229269
z,1427,229270
z,1427,229271
z,1427,229272
z,1427,229273
z,1427,229274
z,1427,229275
z,1427,229276
z,1427,229277
z,1427,229278
y,1427,229279
y,1427,229280
y,1427,229281
y,1427,229282
y,1427,229283
y,1427,229284
y,1427,229285
y,1427,229286
y,1427,229287
y,1427,229288
y,1427,229289
y,1427,229290
y,1427,229291
y,1427,229292
y,1427,229293
y,1427,229294
y,1427,229295
y,1427,229296
y,1427,229297
y,1427,229298
r,1427,231412
r,1427,231413
r,1427,231414
r,1427,231415
r,1427,231416
r,1427,231417
r,1427,231418
r,1427,231419
r,1427,231420
r,1427,231421
r,1427,231422
r,1427,231423
r,1427,231424
r,1427,231425
r,1427,231426
r,1427,231427
r,1427,231428
r,1427,231429
r,1427,231430
r,1427,231431
g,1427,231432
g,1427,231433
g,1427,231434
g,1427,231435
g,1427,231436
g,1427,231437
g,1427,231438
g,1427,231439
g,1427,231440
g,1427,231441
i,1427,231442
i,1427,231443
i,1427,231444
i,1427,231445
i,1427,231446
i,1427,231447
i,1427,231448
i,1427,231449
i,1427,231450
i,1427,231451
i,1427,231452
i,1427,231453
i,1427,231454
i,1427,231455
i,1427,231456
i,1427,231457
i,1427,231458
i,1427,231459
i,1427,231460
i,1427,231461
z,1427,231462
z,1427,231463
z,1427,231464
z,1427,231465
z,1427,231466
z,1427,231467
z,1427,231468
z,1427,231469
z,1427,231470
z,1427,231471
z,1427,231472
z,1427,231473
z,1427,231474
z,1427,231475
z,1427,231476
z,1427,231477
z,1427,231478
z,1427,231479
z,1427,231480
z,1427,231481
z,1427,231482
z,1427,231483
z,1427,231484
z,1427,231485
z,1427,231486
z,1427,231487
y,1427,231488
y,1427,231489
y,1427,231490
y,1427,231491
y,1427,231492
y,1427,231493
y,1427,231494
y,1427,231495
y,1427,231496
y,1427,231497
y,1427,231498
y,1427,231499
y,1427,231500
y,1427,231501
y,1427,231502
y,1427,231503
y,1427,231504
y,1427,231505
y,1427,231506
y,1427,231507
r,1427,233511
r,1427,233512
r,1427,233513
r,1427,233514
r,1427,233515
r,1427,233516
r,1427,233517
r,1427,233518
r,1427,233519
r,1427,233520
r,1427,233521
r,1427,233522
r,1427,233523
r,1427,233524
r,1427,233525
r,1427,233526
r,1427,233527
r,1427,233528
r,1427,233529
r,1427,233530
g,1427,233531
g,1427,233532
g,1427,233533
g,1427,233534
g,1427,233535
g,1427,233536
g,1427,233537
g,1427,233538
g,1427,233539
g,1427,233540
i,1427,233541
i,1427,233542
i,1427,233543
i,1427,233544
i,1427,233545
i,1427,233546
i,1427,233547
i,1427,233548
i,1427,233549
i,1427,233550
i,1427,233551
i,1427,233552
i,1427,233553
i,1427,233554
i,1427,233555
i,1427,233556
i,1427,233557
i,1427,233558
i,1427,233559
i,1427,233560
z,1427,233561
z,1427,233562
z,1427,233563
z,1427,233564
z,1427,233565
z,1427,233566
z,1427,233567
z,1427,233568
z,1427,233569
z,1427,233570
z,1427,233571
z,1427,233572
z,1427,233573
z,1427,233574
z,1427,233575
z,1427,233576
z,1427,233577
z,1427,233578
z,1427,233579
z,1427,233580
z,1427,233581
z,1427,233582
z,1427,233583
z,1427,233584
z,1427,233585
z,1427,233586
y,1427,233587
y,1427,233588
y,1427,233589
y,1427,233590
y,1427,233591
y,1427,233592
y,1427,233593
y,1427,233594
y,1427,233595
y,1427,233596
y,1427,233597
y,1427,233598
y,1427,233599
y,1427,233600
y,1427,233601
y,1427,233602
y,1427,233603
y,1427,233604
y,1427,233605
y,1427,233606
u,1427,235014
u,1427,235015
u,1427,235016
u,1427,235017
u,1427,235018
u,1427,235019
u,1427,235020
u,1427,235021
u,1427,235022
u,1427,235023
u,1427,235024
u,1427,235025
u,1427,235026
u,1427,235027
u,1427,235028
u,1427,235029
u,1427,235030
u,1427,235031
u,1427,235032
u,1427,235738
u,1427,235739
u,1427,235740
u,1427,235741
u,1427,235742
u,1427,235743
u,1427,235744
u,1427,235745
u,1427,235746
u,1427,235747
u,1427,235748
u,1427,235749
u,1427,235750
u,1427,235751
u,1427,235752
u,1427,235753
u,1427,235754
u,1427,235755
u,1427,235756
u,1427,235757
u,1427,236472
u,1427,236473
u,1427,236474
u,1427,236475
u,1427,236476
u,1427,236477
u,1427,236478
u,1427,236479
u,1427,236480
u,1427,236481
u,1427,236482
u,1427,236483
u,1427,236484
u,1427,236485
u,1427,236486
u,1427,236487
u,1427,236488
u,1427,236489
u,1427,236490
u,1427,236491
u,1427,237176
u,1427,237177
u,1427,237178
u,1427,237179
u,1427,237180
u,1427,237181
u,1427,237182
u,1427,237183
u,1427,237184
u,1427,237185
u,1427,237186
u,1427,237187
u,1427,237188
u,1427,237189
u,1427,237190
u,1427,237191
u,1427,237192
u,1427,237193
u,1427,237194
u,1427,237195
u,1427,237908
u,1427,237909
u,1427,237910
u,1427,237911
u,1427,237912
u,1427,237913
u,1427,237914
u,1427,237915
u,1427,237916
u,1427,237917
u,1427,237918
u,1427,237919
u,1427,237920
u,1427,237921
u,1427,237922
u,1427,237923
u,1427,237924
u,1427,237925
u,1427,237926
u,1427,237927
u,1427,238625
u,1427,238626
u,1427,238627
u,1427,238628
u,1427,238629
u,1427,238630
u,1427,238631
u,1427,238632
u,1427,238633
u,1427,238634
u,1427,238635
u,1427,238636
u,1427,238637
u,1427,238638
u,1427,238639
u,1427,238640
u,1427,238641
u,1427,238642
u,1427,238643
u,1427,238644
u,1427,239366
u,1427,239367
u,1427,239368
u,1427,239369
u,1427,239370
u,1427,239371
u,1427,239372
u,1427,239373
u,1427,239374
u,1427,239375
u,1427,239376
u,1427,239377
u,1427,239378
u,1427,239379
u,1427,239380
u,1427,239381
u,1427,239382
u,1427,239383
u,1427,239384
u,1427,239385
r,1427,241985
r,1427,241986
r,1427,241987
r,1427,241988
r,1427,241989
r,1427,241990
r,1427,241991
r,1427,241992
r,1427,241993
r,1427,241994
r,1427,241995
r,1427,241996
r,1427,241997
r,1427,241998
r,1427,241999
r,1427,242000
r,1427,242001
r,1427,242002
r,1427,242003
r,1427,242004
g,1427,242005
g,1427,242006
g,1427,242007
g,1427,242008
g,1427,242009
g,1427,242010
g,1427,242011
g,1427,242012
g,1427,242013
g,1427,242014
i,1427,242015
i,1427,242016
i,1427,242017
i,1427,242018
i,1427,242019
i,1427,242020
i,1427,242021
i,1427,242022
i,1427,242023
i,1427,242024
i,1427,242025
